Timestamp,Region,SubstationID,Temperature,Humidity,WindSpeed,CustomerCount,ResidentialLoadMW,CommercialLoadMW,IndustrialLoadMW,ActualDemandMW,ForecastedDemandMW,ForecastErrorMW,PeakDemandEvent,DemandResponseEvent
1/3/2023 2:00,West,1065,112.8,41,1.9,32775,253.19,166.76,128.06,572.58,596.32,-23.74,0,0
1/3/2023 3:00,West,1031,76.9,29,23.4,46969,463.22,287.79,278.98,1061.9,1029.94,31.96,1,0
1/3/2023 4:00,West,1018,69.3,55.8,7.1,34888,537.65,92.09,147.64,775.26,763.78,11.48,0,0
1/3/2023 5:00,Central,1055,76.5,38.7,12.2,26402,278.3,195,97.42,562.06,581.18,-19.12,0,0
1/3/2023 6:00,East,1004,90.3,38.7,20.4,12474,630.16,177.33,105.21,898.41,870.88,27.53,0,1
1/3/2023 7:00,North,1002,74.3,53.8,11.1,15309,291.65,332.93,118.68,731.3,708.81,22.49,0,0
1/3/2023 8:00,West,1027,85.3,42.1,13.6,33307,407.37,339.77,131.48,872.67,879.19,-6.52,0,1
1/3/2023 9:00,South,1089,80.9,21.7,7.2,35197,298.14,258.05,186.43,744.19,750.93,-6.74,0,0
1/3/2023 10:00,West,1086,70.6,66.2,9.3,20953,320.78,167.47,236.1,714.14,703,11.14,0,1
1/3/2023 11:00,South,1093,76.7,72.3,7.4,48972,318.84,206.21,162.13,661.12,619.17,41.95,0,1
1/3/2023 12:00,South,1071,99,50,18.4,9557,363.42,205.65,177.74,711.53,707.7,3.83,0,0
1/3/2023 13:00,West,1099,78.6,67.4,8.7,29862,321.43,294.53,245.29,858.38,815.21,43.17,0,0
1/3/2023 14:00,Central,1028,60.2,47.6,8.3,38017,305.68,254.29,155.19,756.61,782.08,-25.47,0,1
1/3/2023 15:00,South,1076,70.2,16.8,7.7,36121,237.47,221.81,202.81,679.19,694.37,-15.18,0,0
1/3/2023 16:00,South,1058,43.3,72.9,13.9,34938,434.87,166.96,224.02,822.99,834.66,-11.67,0,0
1/3/2023 17:00,West,1024,77.1,53,14.9,17817,208.53,187.9,252.47,669.31,710.68,-41.37,0,0
1/3/2023 18:00,South,1021,94.7,58,2,17134,359.21,123.13,137.15,598.74,655.67,-56.93,0,0
1/3/2023 19:00,South,1096,54.9,52.9,12.3,33101,298.86,296.36,244.7,794.84,850.51,-55.67,0,0
1/3/2023 20:00,West,1070,77.2,51.4,13.5,7690,293.78,187.46,179.18,648.73,685.37,-36.64,0,0
1/3/2023 21:00,West,1022,89.8,57.8,19,41124,356.35,172.73,80.54,624.99,620.19,4.8,0,0
1/3/2023 22:00,North,1069,91.4,58.2,5.9,29755,419.22,276.98,141.33,869.2,917.91,-48.71,0,0
1/3/2023 23:00,Central,1078,94.2,80.3,6.4,9409,329.55,238.59,125.56,680.17,645.01,35.16,0,0
1/4/2023 0:00,Central,1078,47,63.8,15.2,39280,258.1,171.46,173.6,605.83,622.45,-16.62,0,0
1/4/2023 1:00,South,1039,82.6,78.5,11.7,6492,438.04,120.67,192.32,744.75,707.1,37.65,0,0
1/4/2023 2:00,Central,1097,52.4,85.1,18.9,49665,347.81,234.22,227.37,796.89,803.92,-7.03,0,0
1/4/2023 3:00,South,1013,60,22.8,17.5,47471,336.09,142.12,226.77,744.58,777.39,-32.81,0,1
1/4/2023 4:00,North,1028,87.3,80.5,13.4,17781,260.71,207.03,181.94,654.09,669.72,-15.63,0,0
1/4/2023 5:00,West,1015,77.4,68.1,11.7,12542,372.57,342.66,56.23,810.14,771.07,39.07,0,0
1/4/2023 6:00,West,1092,85.9,64.8,11.2,11457,428.29,144.14,127.59,698.93,677.36,21.57,0,0
1/4/2023 7:00,West,1086,61.1,74.8,11.9,8715,424.84,136.85,208.86,737.41,745.39,-7.98,0,0
1/4/2023 8:00,Central,1009,97.1,49.7,12.3,18368,473.75,248.72,156.53,893.08,918.55,-25.47,0,0
1/4/2023 9:00,North,1046,85.3,67.1,19.1,38146,444.24,250.98,119.45,819.82,796.5,23.32,0,0
1/4/2023 10:00,Central,1003,88.3,33.8,1.8,8940,267.38,284.78,63.46,609.32,617.72,-8.4,0,0
1/4/2023 11:00,Central,1011,58.8,26.8,9.9,22984,316.84,350.02,197.69,870.03,846.03,24,0,1
1/4/2023 12:00,North,1041,92.6,65.6,13,26742,309.29,258.83,186.62,719.93,718.88,1.05,0,0
1/4/2023 13:00,North,1097,70.3,53.6,9,41366,270,189.38,236.05,716.24,726,-9.76,0,0
1/4/2023 14:00,North,1003,65.8,54.9,10.6,19739,426.05,298.95,268.26,1002.47,984.82,17.65,1,0
1/4/2023 15:00,North,1083,84.4,39,9.8,13201,326.59,239.24,120.79,711.44,636.37,75.07,0,0
1/4/2023 16:00,West,1091,83.7,62.8,18.5,7579,245.74,258.92,252.89,752.9,788.83,-35.93,0,0
1/4/2023 17:00,East,1091,62.3,46.5,9.9,5356,148.99,129.45,80.55,357.58,401.48,-43.9,0,0
1/4/2023 18:00,East,1005,105.8,54.1,8.4,27740,514.26,230.16,214.16,976.91,989.44,-12.53,1,0
1/4/2023 19:00,North,1013,102.2,45.3,15.9,36187,299.6,370.13,266.84,946.86,886.96,59.9,1,1
1/4/2023 20:00,East,1034,84.1,39,9.3,41446,344.81,216.63,114.88,671.52,616.97,54.55,0,0
1/4/2023 21:00,East,1046,81.5,50.9,11.2,24964,303.76,186.64,208.55,688.81,708.76,-19.95,0,0
1/4/2023 22:00,North,1057,79.9,78.7,6.5,6959,288.22,390.98,140.71,803.79,750.54,53.25,0,0
1/4/2023 23:00,East,1064,51.8,45.5,10,45798,499.94,277.1,144.93,904.02,914.36,-10.34,0,0
1/5/2023 0:00,Central,1018,76.7,52.5,11.8,15853,314.39,289.49,231.03,848.91,836.66,12.25,0,0
1/5/2023 1:00,South,1056,76.5,49.7,5.7,37306,328.32,188.85,185.55,709.02,726.17,-17.15,0,0
1/5/2023 2:00,South,1064,66.4,42.3,11.5,16384,465.93,268.84,107.97,863.91,919.81,-55.9,0,0
1/5/2023 3:00,North,1012,70.4,79.6,14.6,45713,344.01,229.83,216.94,784.99,766.62,18.37,0,0
1/5/2023 4:00,West,1007,39.3,27.8,2,45703,369.4,348.99,222.24,909.92,902.29,7.63,0,0
1/5/2023 5:00,North,1017,58.5,53.3,8.7,34951,132.69,319.73,232.85,675.41,670.78,4.63,0,0
1/5/2023 6:00,West,1034,88.8,38.1,24.8,28707,255.07,252.49,143,656.24,674.95,-18.71,0,0
1/5/2023 7:00,South,1086,101,66.3,11,35030,182.17,254,100.93,557.75,574.64,-16.89,0,0
1/5/2023 8:00,North,1025,60.8,57.7,17.7,15715,392.55,175.2,179.14,740.87,732.04,8.83,0,0
1/5/2023 9:00,Central,1037,77.7,78.6,11.9,33444,270.89,218.57,125.32,628.73,669.17,-40.44,0,0
1/5/2023 10:00,East,1083,91.5,69.7,10.4,40451,204.17,273.69,232.32,709.4,707.05,2.35,0,0
1/5/2023 11:00,West,1065,67.2,56.6,16.7,38763,276.02,287.18,210.71,710.6,706.94,3.66,0,0
1/5/2023 12:00,East,1025,85.1,69.9,18,5883,435.59,209.88,193.31,833.66,755.8,77.86,0,0
1/5/2023 13:00,East,1056,74.5,71.7,7.5,38657,369.08,279.22,269.4,956.64,897.97,58.67,1,1
1/5/2023 14:00,North,1099,92.9,36.7,6.5,46686,333.56,311.78,190.33,837.43,818.35,19.08,0,0
1/5/2023 15:00,East,1024,55.8,70.5,5.2,43307,325.6,355.72,266.42,927.99,925.53,2.46,0,0
1/5/2023 16:00,Central,1029,58.4,60.9,7.6,9888,329.64,361.56,275.54,993.18,981.56,11.62,1,0
1/5/2023 17:00,East,1081,79.2,,17.7,39661,333.27,87.1,207.44,639.45,661.77,-22.32,0,1
1/5/2023 18:00,North,1006,76.4,46.8,12.2,24130,256.34,124.4,204.44,614.42,645.38,-30.96,0,0
1/5/2023 19:00,Central,1026,74.2,37.9,17.9,42682,177.8,200.94,191.2,508.68,539.96,-31.28,0,0
1/5/2023 20:00,South,1010,83.6,34.3,6.8,46339,251.32,128.39,154.94,543.89,540.11,3.78,0,1
1/5/2023 21:00,East,1007,61,-13.2,7,16591,176.8,226.99,132.38,523.48,504.24,19.24,0,0
1/5/2023 22:00,North,1010,54.5,40.8,10,29962,366.12,314.42,205.09,884.2,910.36,-26.16,0,0
1/5/2023 23:00,South,1087,67.5,103.8,13.5,46918,368.09,272.15,285.51,911.62,876.89,34.73,0,0
1/6/2023 0:00,South,1029,69.2,71.4,11.3,14416,398.39,184,172.21,765.82,725.79,40.03,0,0
1/6/2023 1:00,West,1093,70.7,61.4,15.5,13298,435.35,169.68,227.3,849.67,922.57,-72.9,0,0
1/6/2023 2:00,Central,1014,94,74.2,14.1,23277,414.55,153.58,266.24,866.25,853.27,12.98,0,0
1/6/2023 3:00,East,1055,,49.8,14.4,11808,244.28,150.79,176.62,588.7,591,-2.3,0,0
1/6/2023 4:00,North,1034,83,47.2,15.4,15779,327.92,181.19,145.44,628.54,641.98,-13.44,0,0
1/6/2023 5:00,West,1038,78.3,49.2,17.5,9602,335.45,309.67,205.45,839.03,,-9.33,0,0
1/6/2023 6:00,Central,1023,68.5,40.3,-0.3,37163,289.33,241.59,217.92,764.04,782.76,-18.72,0,0
1/6/2023 7:00,West,1007,62.2,41.9,11.9,39467,281.18,217.12,302.7,803.96,808.38,-4.42,0,0
1/6/2023 8:00,Central,1042,57,54.7,16.2,21016,285.53,137.16,202.42,628.59,543.3,85.29,0,0
1/6/2023 9:00,Central,1041,64.6,56.3,24.6,18338,332.11,289.01,86.61,745.65,,-31.17,0,0
1/6/2023 10:00,East,1083,74.4,81.5,11.5,16411,482.51,240.63,93.32,810.45,781.31,29.14,0,0
1/6/2023 11:00,Central,1040,57.7,75.5,1,18455,388,148.63,204.57,746.36,696.8,49.56,0,0
1/6/2023 12:00,West,1046,77.5,25.3,19.1,27253,411.74,259.23,214.69,929.15,923.66,5.49,1,0
1/6/2023 13:00,Central,1025,72.1,49.1,5.9,25319,398.4,209.39,349.26,1000.69,960.87,39.82,1,0
1/6/2023 14:00,East,1051,69,32.9,14.3,20219,356.14,231.73,137.29,756.1,812.39,-56.29,0,0
1/6/2023 15:00,East,1087,92.4,2.8,14.7,34585,87.79,115.55,193.5,408.29,389.77,18.52,0,0
1/6/2023 16:00,West,1021,38.1,56.7,12.6,32074,574.33,257.54,75.44,911.38,914.11,-2.73,0,0
1/6/2023 17:00,South,1004,69.2,66.5,1.3,20792,347.13,255.81,165.67,802.09,787.74,14.35,0,1
1/6/2023 18:00,South,1014,39.7,56.4,10.2,39520,429.24,281.42,276.03,989.92,965.35,24.57,1,0
1/6/2023 19:00,Central,1035,78.6,63.7,4.2,11692,276.07,150.42,202.06,638.49,,-19.19,0,0
1/6/2023 20:00,North,1062,86.4,48.3,14.3,46872,386.4,230.27,26.82,657.7,652.75,4.95,0,0
1/6/2023 21:00,Central,1092,54.7,34.4,7.6,47283,293.72,243.46,93.05,629,651.63,-22.63,0,0
1/6/2023 22:00,West,1078,56.7,47.7,1.4,38747,515.27,278,198.75,975.23,961.54,13.69,1,0
1/6/2023 23:00,West,1090,49.5,82.4,15.6,11201,223.02,102.97,159.12,508.68,453.1,55.58,0,0
1/7/2023 0:00,West,1048,76,62.5,5.7,49752,276.62,211.71,166.63,630.81,630.72,0.09,0,0
1/7/2023 1:00,West,1054,69.9,24.6,12.7,34442,314.17,237.23,104.08,656.15,700.67,-44.52,0,0
1/7/2023 2:00,West,1071,70.8,57.6,8.3,30472,351.67,241.43,239.84,813.67,830.96,-17.29,0,0
1/7/2023 3:00,East,1059,69.5,80.5,16.3,38115,422.64,55.44,206.48,696.12,674.04,22.08,0,0
1/7/2023 4:00,South,1056,60.4,,16.1,12807,441.97,166.76,293.13,912.31,953.62,-41.31,0,0
1/7/2023 5:00,West,1028,92,80.7,13.2,12214,202.63,193.49,184.62,579.69,589.42,-9.73,0,0
1/7/2023 6:00,North,1018,79.1,25.2,11.5,29805,282.12,186.18,26.79,487.38,476.24,11.14,0,0
1/7/2023 7:00,North,1094,57.2,57.5,9.8,12160,399.68,216.85,71.4,663.86,,-5.87,0,0
1/7/2023 8:00,North,1072,64.5,48,6,16896,330.91,121.19,267.87,712.38,712.15,0.23,0,0
1/7/2023 9:00,North,1009,61.9,66.9,9.1,21837,331.25,160.41,229.33,727.27,733.36,-6.09,0,0
1/7/2023 10:00,East,1009,96.1,38,14.4,26077,192.9,138.61,201.93,514.01,555.24,-41.23,0,1
1/7/2023 11:00,North,1096,85.7,37.7,21.8,33728,85.59,251.36,221,579.7,576.8,2.9,0,0
1/7/2023 12:00,West,1088,73.1,54.9,14.9,20335,205.34,165.55,167.67,560.93,,-19.64,0,1
1/7/2023 13:00,Central,1056,100.6,36.6,15.6,38516,391.07,344.23,198.39,904.98,890.89,14.09,0,0
1/7/2023 14:00,North,1053,96.8,60.2,11.5,45663,389.38,47.68,128.27,531.66,512.25,19.41,0,0
1/7/2023 15:00,East,1055,71.5,14.2,14.6,18065,292.57,218.26,133.61,640.22,647.42,-7.2,0,0
1/7/2023 16:00,East,1067,68.8,78.5,1.3,33656,348.96,253.59,191.87,793.49,819.84,-26.35,0,0
1/7/2023 17:00,North,1068,69.6,-0.7,8.4,27721,251.82,140.09,126.25,481.74,509.87,-28.13,0,0
1/7/2023 18:00,Central,1086,60.7,73.1,15.5,23639,443.79,281.46,272.44,1004.03,996.09,7.94,1,0
1/7/2023 19:00,North,1054,101,43.4,15.6,8318,218.61,109.08,86.06,401.08,406.13,-5.05,0,0
1/7/2023 20:00,East,1068,59.9,26,9.3,42512,377.25,272.55,334.61,986.97,1004.77,-17.8,1,0
1/7/2023 21:00,South,1071,88,58.4,5.5,9854,241.13,155.82,227.93,620.33,676.4,-56.07,0,0
1/7/2023 22:00,West,1080,85.4,72.7,11.6,23137,158.06,256.54,111.65,511.7,533.2,-21.5,0,1
1/7/2023 23:00,East,1000,70.4,78.2,9.8,46094,491.59,195.84,146.67,813.65,781.35,32.3,0,0
1/8/2023 0:00,North,1011,102.2,77.5,16.7,49303,232.36,91.85,249.13,602.58,,-9.8,0,0
1/8/2023 1:00,West,1034,51.6,37.8,15.5,16009,344.17,284.53,240.8,863.63,878.15,-14.52,0,1
1/8/2023 2:00,North,1077,73.8,,19.7,18275,391.56,321.45,173.91,921.16,906.26,14.9,0,0
1/8/2023 3:00,North,1081,67.7,19.4,17.6,35105,473.18,248.4,190.99,957.44,925.83,31.61,1,0
1/8/2023 4:00,South,1073,89.4,56.6,10.6,13269,238.07,280.59,187.85,688.14,653.27,34.87,0,0
1/8/2023 5:00,West,1078,80.3,61.8,13.7,31311,391.89,297.94,156.58,827.71,850.64,-22.93,0,0
1/8/2023 6:00,West,1032,49.1,47.5,22.2,8466,282.64,186.68,148.41,623.51,608.45,15.06,0,0
1/8/2023 7:00,South,1082,93.6,18.3,10,19950,287.21,205.3,137.4,608.85,647.4,-38.55,0,0
1/8/2023 8:00,East,1097,82.3,43.1,12.9,12986,281.24,162.05,200.04,622.66,608.24,14.42,0,0
1/8/2023 9:00,North,1024,59.5,93.1,12,10101,284.92,276.94,235.23,778.83,747.49,31.34,0,0
1/8/2023 10:00,Central,1015,69.8,62.8,12.1,10701,405.94,228.06,169.76,760.2,742.46,17.74,0,0
1/8/2023 11:00,North,1007,55.5,45.3,7.6,6972,500.53,243.29,252.95,1029.03,998.98,30.05,1,0
1/8/2023 12:00,North,1034,72.4,51.8,18.5,19738,525.38,163.11,126.7,843.32,877.5,-34.18,0,1
1/8/2023 13:00,East,1084,77.3,62.7,7.4,21987,592.04,238.43,243.84,1035.81,1042.46,-6.65,1,0
1/8/2023 14:00,North,1082,70,24,21.3,15903,274.51,173.98,154.41,597.19,594.28,2.91,0,0
1/8/2023 15:00,South,1045,68.2,25.1,20.2,29994,639.87,138.07,150.18,910.79,938.28,-27.49,0,0
1/8/2023 16:00,South,1010,50.8,40.3,13.3,30072,364.45,149.44,188.2,695.85,632.31,63.54,0,0
1/8/2023 17:00,West,1060,80.1,44.8,12,41614,404.34,138.84,225.47,751.87,710.8,41.07,0,0
1/8/2023 18:00,Central,1043,46.1,90.9,8.1,14728,462.78,295.67,144.9,951.35,960.44,-9.09,1,0
1/8/2023 19:00,North,1010,75.5,56.4,12.4,31675,337.28,142.39,146.04,663.87,647.52,16.35,0,0
1/8/2023 20:00,North,1010,48,44.7,17.4,47729,375.22,262.36,256.02,863.93,,-18.67,0,0
1/8/2023 21:00,East,1021,75.8,56.1,8.6,10659,385.81,168.34,258.55,818.09,866.91,-48.82,0,0
1/8/2023 22:00,South,1084,74.9,14.5,19.3,12164,295.42,77.22,222.45,624.85,626.56,-1.71,0,0
1/8/2023 23:00,Central,1090,81.1,36.9,17.1,40035,358.81,261.4,221.21,831.87,845.36,-13.49,0,0
1/9/2023 0:00,West,1081,87.9,40,11.5,30458,271.71,219.8,243.91,751.3,728.7,22.6,0,0
1/9/2023 1:00,South,1061,90.7,34.6,16,26730,341.43,305.97,160.66,830.59,791.47,39.12,0,0
1/9/2023 2:00,West,1047,50.8,79.7,7.4,43033,497.25,339.95,186.88,1039.14,1039.63,-0.49,1,0
1/9/2023 3:00,East,1093,74.1,68.2,11.5,43362,492.14,245.25,169.59,926.98,911.65,15.33,0,0
1/9/2023 4:00,East,1062,105.2,30.8,23.1,8640,148.01,131.59,246.03,548.06,526.7,21.36,0,0
1/9/2023 5:00,North,1050,76.8,29.7,18,24465,385.97,219.31,282.12,899.31,910.71,-11.4,0,0
1/9/2023 6:00,Central,1044,62.5,29.8,14.5,31670,360.96,247.85,193.65,762.42,709.24,53.18,0,0
1/9/2023 7:00,West,1032,73.8,51.3,12.3,21527,274.75,191.17,181.3,659.58,677.69,-18.11,0,1
1/9/2023 8:00,South,1084,69.2,59,11.6,39119,285.93,63.61,195.85,570.33,593.8,-23.47,0,0
1/9/2023 9:00,East,1059,57.4,63.3,11.9,35634,320.26,318.89,194.78,822.83,823.16,-0.33,0,1
1/9/2023 10:00,North,1001,88,34.7,8.1,12878,405.3,218.94,168.68,838.34,862.85,-24.51,0,0
1/9/2023 11:00,North,1012,83.8,51.4,15.3,49620,291.04,145.44,178.15,652.98,658.69,-5.71,0,1
1/9/2023 12:00,West,1065,55,53.9,17.2,30146,409.74,216.85,317.45,930.48,874.22,56.26,1,0
1/9/2023 13:00,East,1056,73.6,78.9,10.7,17331,418.4,273.04,236.47,930.05,993.09,-63.04,1,0
1/9/2023 14:00,Central,1042,66.5,70.5,14.3,23991,375.77,276.1,177.15,833.01,812.62,20.39,0,0
1/9/2023 15:00,East,1044,51,26.3,8.4,9334,336.66,235.11,159.01,717.88,689.3,28.58,0,0
1/9/2023 16:00,West,1030,53.8,17.3,11.7,22098,340.35,196.13,109.66,635.91,656.71,-20.8,0,0
1/9/2023 17:00,West,1009,56,52.8,7.8,33980,353.25,112.87,86.59,570,592.74,-22.74,0,0
1/9/2023 18:00,East,1022,74.1,42.3,10.9,9252,475.85,242.46,236.47,916.39,909.6,6.79,0,0
1/9/2023 19:00,West,1085,68.1,35.8,12.6,23774,345.28,215.65,222.44,753.66,756.25,-2.59,0,0
1/9/2023 20:00,East,1028,60.6,39.9,15,39099,365.84,384.83,186.05,941.47,937.33,4.14,1,1
1/9/2023 21:00,South,1096,69.1,66.6,8.9,40876,287.11,180.52,203.8,682.41,700.85,-18.44,0,0
1/9/2023 22:00,East,1030,86.2,24.9,14.4,22876,247.27,149.87,145.17,591.71,,4.93,0,0
1/9/2023 23:00,East,1077,80.4,92,7.2,5225,288.47,232.32,232.71,741.24,759.91,-18.67,0,0
1/10/2023 0:00,West,1073,90,40.6,13.6,31097,493.52,230.67,184.01,933.93,921.66,12.27,1,0
1/10/2023 1:00,West,1017,71.6,67.7,23.1,30612,363.81,257.9,114.04,765.11,754.54,10.57,0,0
1/10/2023 2:00,North,1010,99,41.6,10.1,21063,290.36,147.95,289.69,718.42,707.64,10.78,0,0
1/10/2023 3:00,North,1046,80.2,24.6,5.3,37350,401,128.17,172.05,738.06,752.9,-14.84,0,0
1/10/2023 4:00,South,1002,67.7,52.1,16.5,14936,219.97,100.97,105.81,383.7,377.84,5.86,0,1
1/10/2023 5:00,North,1001,76.4,29.9,13.4,40792,219.96,183.36,150.92,546.67,517.77,28.9,0,0
1/10/2023 6:00,East,1053,56.3,57.9,14.3,35511,348.49,256.25,262.72,855.27,886.14,-30.87,0,0
1/10/2023 7:00,West,1071,70.4,54.5,18.4,12405,481.51,127,19.94,673.91,654.46,19.45,0,1
1/10/2023 8:00,North,1030,81.4,41.1,8.4,6615,469.47,291.25,281.82,1038.59,1067.63,-29.04,1,0
1/10/2023 9:00,North,1007,84.2,58,8.6,24161,301.16,232.12,283.88,841.19,820.84,20.35,0,1
1/10/2023 10:00,South,1042,68.8,75.8,14.7,43804,317.8,428.52,140.5,877.67,896.89,-19.22,0,0
1/10/2023 11:00,South,1047,116,52.8,17.2,34642,421.45,296.6,197.37,919.83,896.3,23.53,0,0
1/10/2023 12:00,East,1001,72.4,40.4,13.2,27679,352.42,252.04,215.75,789.15,778.36,10.79,0,0
1/10/2023 13:00,West,1021,49.8,63,11.6,47481,382.93,200.28,186.04,786.67,783.91,2.76,0,1
1/10/2023 14:00,South,1004,93.2,63.8,13.6,8166,332.68,218.89,230.9,770.57,800.93,-30.36,0,1
1/10/2023 15:00,North,1006,84.1,49.3,15.7,31277,293.49,256.2,217.39,772.27,782.12,-9.85,0,0
1/10/2023 16:00,West,1019,78.5,82.5,4.8,45709,478,207.05,189.63,882.07,832.76,49.31,0,0
1/10/2023 17:00,West,1091,68,49,7,40070,367.35,195.75,178.79,760.12,787.04,-26.92,0,0
